id_	over/under	perc_associated_foreground	perc_associated_background	fold_enrichment_foreground_2_background	foreground_count	foreground_n	background_count	background_n	p_uncorrected	FDR	description	ANs_foreground
....GO:0006797	o	0.608	0.434	1.400	7	1151	5	1151	0.774	1	polyphosphate metabolic process	P25297, P32563, P38698, P40046, P43585, P47075, Q02725
...GO:0016859	u	0.434	0.608	0.714	5	1151	7	1151	0.774	1	cis-trans isomerase activity	P14832, P25719, P38911, P53691, Q06205
....GO:0016763	u	0.434	0.608	0.714	5	1151	7	1151	0.774	1	transferase activity, transferring pentosyl groups	P00498, P13298, P18562, Q04004, Q04178
....GO:0023057	u	0.434	0.608	0.714	5	1151	7	1151	0.774	1	negative regulation of signaling	P07278, P17157, P38011, P39960, Q04004
.....GO:0030865	u	0.521	0.695	0.750	6	1151	8	1151	0.79	1	cortical cytoskeleton organization	P15891, P32521, P38266, P52553, P53141, P53927
....GO:0051050	u	0.521	0.695	0.750	6	1151	8	1151	0.79	1	positive regulation of transport	P17891, P29295, P40160, P47079, P48361, Q05958
....GO:0006915	u	0.521	0.695	0.750	6	1151	8	1151	0.79	1	apoptotic process	P00358, P00359, P04840, P18239, P25719, Q03558
..GO:0005622	u	0.521	0.695	0.750	6	1151	8	1151	0.79	1	intracellular	P18562, P34760, P38197, P40040, P40581, Q12751
....GO:0090407	u	5.821	6.169	0.944	67	1151	71	1151	0.792	1	organophosphate biosynthetic process	P00830, P00942, P04037, P05030, P05374, P05626, P06785, P06787, P07170, P07244, P07245, P07251, P07259, P08524, P09440, P09457, P09938, P13298, P15454, P15700, P16550, P17898, P18562, P20051, P21373, P21957, P22217, P27616, P28272, P28274, P30902, P32190, P32377, P32463, P32563, P33333, P36010, P36136, P36151, P38009, P38075, P38077, P38088, P38625, P38689, P38972, P39954, P40075, P40506, P42938, P47143, P49723, P50094, P50095, P53184, P53860, P53909, P54113, P80210, Q02046, Q04178, Q05911, Q06178, Q06405, Q06685, Q12178, Q12265
....GO:0016616	o	2.780	2.520	1.103	32	1151	29	1151	0.795	1	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	P00330, P00331, P00815, P06168, P07246, P08566, P11412, P12684, P17505, P19097, P21954, P28241, P28834, P31116, P32419, P32771, P36013, P38115, P38720, P38787, P39714, P40495, P40510, P50094, P50095, P53199, Q00055, Q02961, Q04894, Q06494, Q07551, Q12458
......GO:0046131	o	0.782	0.608	1.286	9	1151	7	1151	0.803	1	pyrimidine ribonucleoside metabolic process	P07259, P13298, P18562, P20051, P28272, P28274, P36010, P42938, Q12178
......GO:0032273	u	0.608	0.782	0.778	7	1151	9	1151	0.803	1	positive regulation of protein polymerization	P15891, P32521, P47117, P53168, P53267, Q05933, Q06440
....GO:1903008	u	0.608	0.782	0.778	7	1151	9	1151	0.803	1	organelle disassembly	P01123, P10591, P25694, P31539, P32457, P33309, Q03195
....GO:0048585	u	0.608	0.782	0.778	7	1151	9	1151	0.803	1	negative regulation of response to stimulus	P07278, P17157, P34760, P38011, P39960, Q04004, Q06411
....GO:0006997	u	0.608	0.782	0.778	7	1151	9	1151	0.803	1	nucleus organization	P49687, Q02647, Q03280, Q03790, Q04947, Q05166, Q12402
....GO:0034599	u	2.780	3.041	0.914	32	1151	35	1151	0.804	1	cellular response to oxidative stress	P00445, P00447, P17695, P22217, P22943, P25372, P29509, P31378, P33892, P34227, P34760, P35169, P35691, P38013, P38205, P38345, P38636, P38720, P39676, P40029, P40489, P40553, P40581, P41921, P48361, P60010, Q00764, Q04792, Q05515, Q07540, Q07551, Q12458
....GO:0009057	u	7.124	7.472	0.953	82	1151	86	1151	0.81	1	macromolecule catabolic process	P01123, P05453, P06738, P07260, P09798, P10591, P10592, P14682, P15436, P15731, P16474, P19812, P21243, P22141, P22147, P22515, P24783, P25037, P25451, P25491, P25555, P25694, P26793, P28263, P32379, P32496, P32499, P32565, P32571, P33201, P33297, P33298, P33299, P33309, P37302, P38336, P38624, P38779, P38801, P38996, P39073, P39517, P40327, P40517, P41812, P41920, P43583, P43588, P46957, P47047, P47110, P48240, P48361, P48510, P53044, P53063, P53272, P53549, P53617, P53725, P53833, P53905, Q01476, Q01939, Q02159, Q02555, Q02792, Q02890, Q05580, Q05635, Q06103, Q06350, Q08162, Q12018, Q12114, Q12149, Q12250, Q12377, Q12508, Q12514, Q12692, Q99383
....GO:0010941	o	0.869	0.695	1.250	10	1151	8	1151	0.814	1	regulation of cell death	P12383, P29311, P32340, P32527, P34730, P34760, P38624, P39015, P39935, Q01389
.....GO:0010675	o	0.869	0.695	1.250	10	1151	8	1151	0.814	1	regulation of cellular carbohydrate metabolic process	P00950, P17106, P17157, P28263, P31385, P34760, P38140, P39001, Q04401, Q12508
...GO:0072593	o	0.869	0.695	1.250	10	1151	8	1151	0.814	1	reactive oxygen species metabolic process	P00358, P00359, P00445, P00447, P06115, P09201, P09624, P29509, P39676, P40202
.......GO:0019674	u	0.695	0.869	0.800	8	1151	10	1151	0.814	1	NAD metabolic process	P00330, P00331, P07246, P21373, P32340, P32419, Q00055, Q06178
...GO:0016830	u	0.695	0.869	0.800	8	1151	10	1151	0.814	1	carbon-carbon lyase activity	P00899, P00937, P06169, P14540, P32377, P36013, P37303, Q04792
.....GO:0015748	u	0.695	0.869	0.800	8	1151	10	1151	0.814	1	organophosphate ester transport	P04710, P18239, P24280, P32571, P38988, P47008, P53860, Q02201
...GO:0006730	o	0.956	0.782	1.222	11	1151	9	1151	0.823	1	one-carbon metabolic process	P07245, P09440, P10659, P19358, P37291, P37292, P39726, P39954, P48015, P49095, Q02046
...GO:0046148	o	0.956	0.782	1.222	11	1151	9	1151	0.823	1	pigment biosynthetic process	P04710, P07244, P07245, P09440, P09950, P16622, P33330, P40012, P53909, Q02046, Q07540
.....GO:0034248	u	3.475	3.736	0.930	40	1151	43	1151	0.823	1	regulation of cellular amide metabolic process	P00445, P00950, P04147, P05755, P07253, P07260, P10080, P14066, P15424, P17106, P21560, P22147, P23301, P25443, P29547, P31383, P32324, P32471, P32911, P33309, P33892, P38011, P38199, P38300, P38431, P39015, P39517, P39730, P39935, P40513, P43535, P45978, P53235, P53297, Q01560, Q03195, Q08179, Q08421, Q08925, Q12514
.....GO:0005777	u	0.782	0.956	0.818	9	1151	11	1151	0.823	1	peroxisome	P06115, P21576, P23542, P32419, P47148, P53184, Q00055, Q02647, Q12508
....GO:0016128	u	0.782	0.956	0.818	9	1151	11	1151	0.823	1	phytosteroid metabolic process	P08524, P12684, P25087, P29704, P32353, P32462, P41338, P53199, P54839
....GO:0022904	o	1.043	0.869	1.200	12	1151	10	1151	0.831	1	respiratory electron transport chain	P00044, P00427, P04037, P07256, P07257, P10507, P32340, P39976, P46681, Q00711, Q07540, Q08822
........GO:0042327	u	0.869	1.043	0.833	10	1151	12	1151	0.831	1	positive regulation of phosphorylation	P25357, P32468, P33892, P38351, P43535, P46784, P53064, P89105, Q01389, Q06697
....GO:1902652	u	0.869	1.043	0.833	10	1151	12	1151	0.831	1	secondary alcohol metabolic process	P08524, P12684, P25087, P29704, P32353, P32462, P39714, P41338, P53199, P54839
...GO:0043094	u	0.956	1.129	0.846	11	1151	13	1151	0.838	1	cellular metabolic compound salvage	P18562, P38075, P38891, P42938, P47143, P47176, P53090, P53184, P53909, Q04178, Q12178
...GO:0006450	u	1.129	1.303	0.867	13	1151	15	1151	0.85	1	regulation of translational fidelity	P05755, P07806, P09436, P0C2H8, P0CX29, P11484, P15625, P25443, P26637, P26783, P32527, P38708, P38788
...GO:0006458	o	1.477	1.303	1.133	17	1151	15	1151	0.859	1	'de novo' protein folding	P02829, P11484, P12612, P15108, P19882, P25491, P32527, P35191, P38788, P38879, P38910, P39077, P39078, P39079, P40413, P47079, Q02642
...GO:0006575	u	1.477	1.651	0.895	17	1151	19	1151	0.867	1	cellular modified amino acid metabolic process	P07245, P09440, P17695, P28273, P29547, P36008, P37291, P37292, P38122, P38787, P39109, P39954, P41921, P43616, Q02046, Q07540, Q12074
....GO:0010243	u	1.738	1.911	0.909	20	1151	22	1151	0.876	1	response to organonitrogen compound	P02406, P12383, P16474, P19812, P25491, P25694, P32527, P33297, P33298, P33299, P33302, P33892, P40327, P43535, P48510, P53044, P53549, Q01939, Q02159, Q02890
..GO:0051301	u	1.825	1.998	0.913	21	1151	23	1151	0.879	1	cell division	P06101, P06787, P09798, P14682, P21576, P22579, P32521, P33309, P33322, P36047, P38198, P38630, P40316, P47037, P53168, P53267, P53865, Q03790, Q05166, Q08981, Q12018
.......GO:0006090	o	2.346	2.172	1.080	27	1151	25	1151	0.889	1	pyruvate metabolic process	P00358, P00359, P00360, P00549, P00560, P00924, P00925, P00942, P00950, P04806, P04807, P06169, P09624, P12695, P12709, P14540, P16387, P16451, P16861, P16862, P17709, P32327, P32473, P36013, P46367, P52910, Q04409
.......GO:0046034	u	2.867	3.041	0.943	33	1151	35	1151	0.902	1	ATP metabolic process	P00358, P00359, P00360, P00549, P00560, P00830, P00924, P00925, P00942, P00950, P04037, P04806, P04807, P05030, P05626, P06169, P07251, P09457, P12709, P14540, P16140, P16387, P16861, P16862, P17255, P17709, P25694, P30902, P32473, P32563, P38077, Q04409, Q06405
....GO:0071822	u	6.342	6.516	0.973	73	1151	75	1151	0.932	1	protein complex subunit organization	P01123, P02829, P04037, P05030, P05453, P05626, P07253, P10591, P11484, P12385, P15108, P16140, P16521, P16862, P17891, P19882, P20449, P21560, P21576, P22137, P25491, P25694, P32380, P32457, P32468, P32496, P32504, P32563, P32565, P32571, P32602, P33297, P33298, P33299, P34167, P34760, P35177, P36775, P38345, P38910, P39925, P39952, P40005, P40327, P40491, P41805, P43583, P43588, P48606, P52553, P53165, P53193, P53549, P80428, Q01560, Q01939, Q02647, Q03048, Q03195, Q03790, Q03880, Q04067, Q04401, Q04947, Q05166, Q06337, Q06592, Q08421, Q12287, Q12377, Q12402, Q12513, Q99216
...GO:0006069	o	0.087	0.000	inf	1	1151	0	1151	1	1	ethanol oxidation	P32771
....GO:2001023	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of response to drug	P12383
.....GO:0044571	o	0.087	0.000	inf	1	1151	0	1151	1	1	[2Fe-2S] cluster assembly	P25374
......GO:0045940	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of steroid metabolic process	Q05958
....GO:1905954	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of lipid localization	Q05958
.......GO:1990883	o	0.087	0.000	inf	1	1151	0	1151	1	1	rRNA cytidine N-acetyltransferase activity	P53914
.......GO:0051392	o	0.087	0.000	inf	1	1151	0	1151	1	1	tRNA N-acetyltransferase activity	P53914
.....GO:0008113	o	0.087	0.000	inf	1	1151	0	1151	1	1	peptide-methionine (S)-S-oxide reductase activity	P40029
.....GO:1905421	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of plant organ morphogenesis	Q02908
.....GO:1900618	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of shoot system morphogenesis	Q02908
.....GO:1905428	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of plant organ formation	Q02908
......GO:2000024	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of leaf development	Q02908
.....GO:0010928	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of auxin mediated signaling pathway	Q02908
......GO:0046116	o	0.087	0.000	inf	1	1151	0	1151	1	1	queuosine metabolic process	Q04004
.....GO:0004751	o	0.087	0.000	inf	1	1151	0	1151	1	1	ribose-5-phosphate isomerase activity	Q12189
.....GO:0016631	o	0.087	0.000	inf	1	1151	0	1151	1	1	enoyl-[acyl-carrier-protein] reductase activity	P38071
....GO:2001159	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of protein localization by the Cvt pathway	P29295
.....GO:0005822	o	0.087	0.000	inf	1	1151	0	1151	1	1	inner plaque of spindle pole body	P32380
....GO:0051233	o	0.087	0.000	inf	1	1151	0	1151	1	1	spindle midzone	P32504
....GO:0071562	o	0.087	0.000	inf	1	1151	0	1151	1	1	nucleus-vacuole junction assembly	P39968
....GO:0046967	o	0.087	0.000	inf	1	1151	0	1151	1	1	cytosol to ER transport	P14906
......GO:0031998	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of fatty acid beta-oxidation	P07248
.....GO:1900065	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of ethanol catabolic process	P07248
.......GO:1900064	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of peroxisome organization	P07248
......GO:0045923	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of fatty acid metabolic process	P07248
.......GO:2000211	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of glutamate metabolic process	P25502
.......GO:2000214	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of proline metabolic process	P25502
......GO:0033241	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of cellular amine catabolic process	P25502
.......GO:0004414	o	0.087	0.000	inf	1	1151	0	1151	1	1	homoserine O-acetyltransferase activity	P08465
........GO:0090204	o	0.087	0.000	inf	1	1151	0	1151	1	1	protein localization to nuclear pore	Q02455
....GO:0048638	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of developmental growth	Q06685
...GO:0018960	o	0.087	0.000	inf	1	1151	0	1151	1	1	4-nitrophenol metabolic process	P19881
......GO:0008967	o	0.087	0.000	inf	1	1151	0	1151	1	1	phosphoglycolate phosphatase activity	P19881
....GO:0042178	o	0.087	0.000	inf	1	1151	0	1151	1	1	xenobiotic catabolic process	P19881
......GO:0031144	o	0.087	0.000	inf	1	1151	0	1151	1	1	proteasome localization	Q02821
.....GO:0004568	o	0.087	0.000	inf	1	1151	0	1151	1	1	chitinase activity	Q06350
.....GO:0006080	o	0.087	0.000	inf	1	1151	0	1151	1	1	substituted mannan metabolic process	P47124
...GO:0080167	o	0.087	0.000	inf	1	1151	0	1151	1	1	response to karrikin	P32190
....GO:0010188	o	0.087	0.000	inf	1	1151	0	1151	1	1	response to microbial phytotoxin	P32190
....GO:0002237	o	0.087	0.000	inf	1	1151	0	1151	1	1	response to molecule of bacterial origin	P32190
.....GO:0003842	o	0.087	0.000	inf	1	1151	0	1151	1	1	1-pyrroline-5-carboxylate dehydrogenase activity	P07275
.....GO:0090371	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of glycerol transport	P48361
..GO:0016247	o	0.087	0.000	inf	1	1151	0	1151	1	1	channel regulator activity	P48361
.....GO:0003949	o	0.087	0.000	inf	1	1151	0	1151	1	1	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	P40545
.......GO:0003870	o	0.087	0.000	inf	1	1151	0	1151	1	1	5-aminolevulinate synthase activity	P09950
.....GO:0030946	o	0.087	0.000	inf	1	1151	0	1151	1	1	protein tyrosine phosphatase activity, metal-dependent	P40081
.....GO:0004750	o	0.087	0.000	inf	1	1151	0	1151	1	1	ribulose-phosphate 3-epimerase activity	P46969
.....GO:0004632	o	0.087	0.000	inf	1	1151	0	1151	1	1	phosphopantothenate--cysteine ligase activity	P40506
......GO:0034353	o	0.087	0.000	inf	1	1151	0	1151	1	1	RNA pyrophosphohydrolase activity	P53063
..GO:0009847	o	0.087	0.000	inf	1	1151	0	1151	1	1	spore germination	P39001
...GO:0070458	o	0.087	0.000	inf	1	1151	0	1151	1	1	cellular detoxification of nitrogen compound	P39979
.......GO:0047812	o	0.087	0.000	inf	1	1151	0	1151	1	1	D-amino-acid N-acetyltransferase activity	P39979
....GO:0005729	o	0.087	0.000	inf	1	1151	0	1151	1	1	2-micrometer circle DNA	Q04002
.....GO:0003941	o	0.087	0.000	inf	1	1151	0	1151	1	1	L-serine ammonia-lyase activity	P25379
...GO:0016872	o	0.087	0.000	inf	1	1151	0	1151	1	1	intramolecular lyase activity	P38884
...GO:0004096	o	0.087	0.000	inf	1	1151	0	1151	1	1	catalase activity	P06115
....GO:1900239	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of phenotypic switching	Q03063
....GO:0051597	o	0.087	0.000	inf	1	1151	0	1151	1	1	response to methylmercury	P40466
....GO:0009111	o	0.087	0.000	inf	1	1151	0	1151	1	1	vitamin catabolic process	Q06494
...GO:0031589	o	0.087	0.000	inf	1	1151	0	1151	1	1	cell-substrate adhesion	P40505
.....GO:0008277	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of G-protein coupled receptor protein signaling pathway	P39010
....GO:0071243	o	0.087	0.000	inf	1	1151	0	1151	1	1	cellular response to arsenic-containing substance	Q08422
.....GO:0050613	o	0.087	0.000	inf	1	1151	0	1151	1	1	delta14-sterol reductase activity	P32462
......GO:0003860	o	0.087	0.000	inf	1	1151	0	1151	1	1	3-hydroxyisobutyryl-CoA hydrolase activity	P28817
.....GO:0004487	o	0.087	0.000	inf	1	1151	0	1151	1	1	methylenetetrahydrofolate dehydrogenase (NAD+) activity	Q02046
........GO:0004810	o	0.087	0.000	inf	1	1151	0	1151	1	1	tRNA adenylyltransferase activity	P21269
......GO:0050278	o	0.087	0.000	inf	1	1151	0	1151	1	1	sedoheptulose-bisphosphatase activity	P36136
....GO:0048872	o	0.087	0.000	inf	1	1151	0	1151	1	1	homeostasis of number of cells	Q03833
.....GO:2000114	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of establishment of cell polarity	P47008
.....GO:0103045	o	0.087	0.000	inf	1	1151	0	1151	1	1	methione N-acyltransferase activity	Q04728
.......GO:0004358	o	0.087	0.000	inf	1	1151	0	1151	1	1	glutamate N-acetyltransferase activity	Q04728
.....GO:1904726	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of replicative senescence	P25297
.....GO:0090343	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of cell aging	P25297
......GO:0070202	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of establishment of protein localization to chromosome	P19659
.....GO:0033934	o	0.087	0.000	inf	1	1151	0	1151	1	1	glucan 1,4-alpha-maltotriohydrolase activity	P38158
......GO:0006145	o	0.087	0.000	inf	1	1151	0	1151	1	1	purine nucleobase catabolic process	P53909
......GO:0047631	o	0.087	0.000	inf	1	1151	0	1151	1	1	ADP-ribose diphosphatase activity	Q01976
......GO:0004515	o	0.087	0.000	inf	1	1151	0	1151	1	1	nicotinate-nucleotide adenylyltransferase activity	Q06178
......GO:0010040	o	0.087	0.000	inf	1	1151	0	1151	1	1	response to iron(II) ion	Q07540
.......GO:0004651	o	0.087	0.000	inf	1	1151	0	1151	1	1	polynucleotide 5'-phosphatase activity	O13297
......GO:0009646	o	0.087	0.000	inf	1	1151	0	1151	1	1	response to absence of light	Q08822
....GO:0016649	o	0.087	0.000	inf	1	1151	0	1151	1	1	oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor	Q08822
....GO:0043783	o	0.087	0.000	inf	1	1151	0	1151	1	1	oxidoreductase activity, oxidizing metal ions with flavin as acceptor	Q08822
......GO:0004142	o	0.087	0.000	inf	1	1151	0	1151	1	1	diacylglycerol cholinephosphotransferase activity	P17898
.....GO:0000248	o	0.087	0.000	inf	1	1151	0	1151	1	1	C-5 sterol desaturase activity	P32353
....GO:0008681	o	0.087	0.000	inf	1	1151	0	1151	1	1	2-octaprenyl-6-methoxyphenol hydroxylase activity	P53318
....GO:0016712	o	0.087	0.000	inf	1	1151	0	1151	1	1	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	P53318
....GO:0000048	o	0.087	0.000	inf	1	1151	0	1151	1	1	peptidyltransferase activity	P12687
....GO:0032454	o	0.087	0.000	inf	1	1151	0	1151	1	1	histone demethylase activity (H3-K9 specific)	P39956
........GO:0042132	o	0.087	0.000	inf	1	1151	0.0	1151	1	1	fructose 1,6-bisphosphate 1-phosphatase activity	P09201
....GO:0030388	o	0.087	0.000	inf	1	1151	0.0	1151	1	1	fructose 1,6-bisphosphate metabolic process	P09201
......GO:0051176	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of sulfur metabolic process	P17106
......GO:1900058	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of sulfate assimilation	P17106
..GO:0051606	o	0.087	0.000	inf	1	1151	0	1151	1	1	detection of stimulus	Q05543
.......GO:0004343	o	0.087	0.000	inf	1	1151	0	1151	1	1	glucosamine 6-phosphate N-acetyltransferase activity	P43577
......GO:0006044	o	0.087	0.000	inf	1	1151	0	1151	1	1	N-acetylglucosamine metabolic process	P43577
....GO:0034275	o	0.087	0.000	inf	1	1151	0	1151	1	1	kynurenic acid metabolic process	P47039
...GO:0015039	o	0.087	0.000	inf	1	1151	0	1151	1	1	NADPH-adrenodoxin reductase activity	P48360
......GO:0046828	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of RNA import into nucleus	P40160
.....GO:0004470	o	0.087	0.000	inf	1	1151	0	1151	1	1	malic enzyme activity	P36013
.....GO:1900037	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of cellular response to hypoxia	Q08421
....GO:0010037	o	0.087	0.000	inf	1	1151	0	1151	1	1	response to carbon dioxide	P40535
