# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr
GO:0006808	p	regulation of nitrogen utilization	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006810	p	transport	217/1159	262/1159	0.0239	118	113	115	1
GO:0006811	p	ion transport	46/1159	58/1159	0.27	1.33e+03	1.17e+03	1.3e+03	1
GO:0006812	p	cation transport	32/1159	40/1159	0.402	1.99e+03	1.66e+03	1.94e+03	1
GO:0006813	e	potassium ion transport	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0006814	p	sodium ion transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006817	p	phosphate ion transport	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0006818	p	hydrogen transport	25/1159	27/1159	0.889	4.39e+03	2.77e+03	4.28e+03	1
GO:0006820	p	anion transport	13/1159	20/1159	0.293	1.45e+03	1.26e+03	1.41e+03	1
GO:0006825	e	copper ion transport	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006828	p	manganese ion transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006835	p	dicarboxylic acid transport	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0006839	p	mitochondrial transport	19/1159	20/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006842	e	tricarboxylic acid transport	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0006843	e	mitochondrial citrate transport	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0006855	p	drug transmembrane transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006857	e	oligopeptide transport	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0006862	p	nucleotide transport	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0006869	p	lipid transport	7/1159	10/1159	0.628	3.1e+03	2.27e+03	3.02e+03	1
GO:0006873	p	cellular ion homeostasis	19/1159	27/1159	0.297	1.47e+03	1.28e+03	1.43e+03	1
GO:0006874	p	cellular calcium ion homeostasis	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006875	p	cellular metal ion homeostasis	11/1159	14/1159	0.688	3.4e+03	2.38e+03	3.32e+03	1
GO:0006878	p	cellular copper ion homeostasis	1/1159	3/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0006879	p	cellular iron ion homeostasis	6/1159	6/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006882	p	cellular zinc ion homeostasis	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006885	p	regulation of pH	9/1159	12/1159	0.662	3.27e+03	2.36e+03	3.19e+03	1
GO:0006886	p	intracellular protein transport	76/1159	88/1159	0.373	1.84e+03	1.57e+03	1.8e+03	1
GO:0006887	p	exocytosis	4/1159	10/1159	0.178	881	801	859	1
GO:0006888	p	ER to Golgi vesicle-mediated transport	13/1159	21/1159	0.226	1.12e+03	1e+03	1.09e+03	1
GO:0006890	p	retrograde vesicle-mediated transport, Golgi to ER	9/1159	11/1159	0.823	4.07e+03	2.64e+03	3.96e+03	1
GO:0006891	p	intra-Golgi vesicle-mediated transport	5/1159	5/1159	1	4.94e+03	2.84e+03	4.82e+03	1
GO:0006892	p	post-Golgi vesicle-mediated transport	10/1159	16/1159	0.324	1.6e+03	1.39e+03	1.56e+03	1
GO:0006893	p	Golgi to plasma membrane transport	8/1159	9/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006895	p	Golgi to endosome transport	1/1159	3/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0006896	p	Golgi to vacuole transport	2/1159	4/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0006897	p	endocytosis	19/1159	26/1159	0.367	1.81e+03	1.55e+03	1.77e+03	1
GO:0006898	p	receptor-mediated endocytosis	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006900	p	membrane budding	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006903	p	vesicle targeting	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006906	p	vesicle fusion	3/1159	8/1159	0.225	1.11e+03	1e+03	1.09e+03	1
GO:0006913	e	nucleocytoplasmic transport	68/1159	51/1159	0.132	651	600	635	1
GO:0006914	p	autophagy	16/1159	18/1159	0.863	4.27e+03	2.71e+03	4.16e+03	1
GO:0006915	p	apoptotic process	7/1159	9/1159	0.803	3.97e+03	2.6e+03	3.87e+03	1
GO:0006928	p	movement of cell or subcellular component	2/1159	5/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0006950	e	response to stress	158/1159	124/1159	0.0359	177	169	173	1
GO:0006970	p	response to osmotic stress	10/1159	16/1159	0.324	1.6e+03	1.39e+03	1.56e+03	1
GO:0006972	p	hyperosmotic response	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006973	p	intracellular accumulation of glycerol	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006974	e	cellular response to DNA damage stimulus	82/1159	47/1159	0.00196	9.7	9.47	9.45	1
GO:0006979	e	response to oxidative stress	34/1159	33/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006986	p	response to unfolded protein	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006996	e	organelle organization	219/1159	195/1159	0.212	1.05e+03	947	1.02e+03	1
GO:0006997	p	nucleus organization	7/1159	8/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006998	p	nuclear envelope organization	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0006999	p	nuclear pore organization	5/1159	5/1159	1	4.94e+03	2.84e+03	4.82e+03	1
GO:0007004	p	telomere maintenance via telomerase	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007005	p	mitochondrion organization	42/1159	57/1159	0.15	742	678	723	1
GO:0007006	p	mitochondrial membrane organization	9/1159	10/1159	1	4.94e+03	2.73e+03	4.82e+03	1
GO:0007007	p	inner mitochondrial membrane organization	6/1159	7/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007009	p	plasma membrane organization	6/1159	6/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007010	p	cytoskeleton organization	28/1159	29/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007015	p	actin filament organization	8/1159	16/1159	0.149	739	676	720	1
GO:0007017	p	microtubule-based process	14/1159	15/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007018	p	microtubule-based movement	1/1159	4/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0007020	e	microtubule nucleation	4/1159	2/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0007021	p	tubulin complex assembly	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0007029	p	endoplasmic reticulum organization	4/1159	5/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007030	p	Golgi organization	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0007031	p	peroxisome organization	3/1159	7/1159	0.343	1.69e+03	1.46e+03	1.65e+03	1
GO:0007032	p	endosome organization	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007033	p	vacuole organization	14/1159	17/1159	0.718	3.55e+03	2.47e+03	3.46e+03	1
GO:0007034	p	vacuolar transport	15/1159	25/1159	0.15	743	679	724	1
GO:0007035	p	vacuolar acidification	8/1159	11/1159	0.646	3.19e+03	2.32e+03	3.11e+03	1
GO:0007039	p	protein catabolic process in the vacuole	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007049	e	cell cycle	16/1159	15/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007051	p	spindle organization	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0007052	p	mitotic spindle organization	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0007059	p	chromosome segregation	10/1159	11/1159	1	4.94e+03	1.78e+03	4.82e+03	1
GO:0007062	e	sister chromatid cohesion	6/1159	5/1159	1	4.94e+03	1.82e+03	4.82e+03	1
GO:0007064	e	mitotic sister chromatid cohesion	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007067	e	mitotic nuclear division	12/1159	11/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007068	e	negative regulation of transcription during mitosis	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0007070	e	negative regulation of transcription from RNA polymerase II promoter during mitosis	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0007076	p	mitotic chromosome condensation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007088	p	regulation of mitotic nuclear division	5/1159	9/1159	0.423	2.09e+03	1.74e+03	2.04e+03	1
GO:0007089	e	traversing start control point of mitotic cell cycle	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0007093	e	mitotic cell cycle checkpoint	9/1159	7/1159	0.803	3.97e+03	2.6e+03	3.87e+03	1
GO:0007094	p	mitotic spindle assembly checkpoint	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0007096	p	regulation of exit from mitosis	1/1159	5/1159	0.218	1.08e+03	972	1.05e+03	1
GO:0007097	p	nuclear migration	1/1159	4/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0007105	p	cytokinesis, site selection	3/1159	5/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0007107	p	membrane addition at site of cytokinesis	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007114	p	cell budding	3/1159	6/1159	0.507	2.51e+03	1.98e+03	2.44e+03	1
GO:0007117	p	budding cell bud growth	2/1159	7/1159	0.179	884	803	862	1
GO:0007118	p	budding cell apical bud growth	1/1159	4/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0007119	p	budding cell isotropic bud growth	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0007120	p	axial cellular bud site selection	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007121	p	bipolar cellular bud site selection	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0007124	e	pseudohyphal growth	9/1159	8/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007126	e	meiotic nuclear division	6/1159	3/1159	0.507	2.51e+03	1.98e+03	2.44e+03	1
GO:0007127	e	meiosis I	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0007129	e	synapsis	3/1159	0/1159	0.25	1.23e+03	1.1e+03	1.2e+03	1
GO:0007130	e	synaptonemal complex assembly	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007131	e	reciprocal meiotic recombination	7/1159	4/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0007154	p	cell communication	12/1159	15/1159	0.699	3.46e+03	2.42e+03	3.37e+03	1
GO:0007155	p	cell adhesion	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0007163	p	establishment or maintenance of cell polarity	12/1159	17/1159	0.455	2.25e+03	1.84e+03	2.19e+03	1
GO:0007165	p	signal transduction	23/1159	37/1159	0.0882	436	409	425	1
GO:0007166	p	cell surface receptor signaling pathway	4/1159	6/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0007186	p	G-protein coupled receptor signaling pathway	4/1159	6/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0007190	e	activation of adenylate cyclase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0007264	p	small GTPase mediated signal transduction	11/1159	14/1159	0.688	3.4e+03	2.38e+03	3.32e+03	1
GO:0007265	p	Ras protein signal transduction	2/1159	4/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0007329	e	positive regulation of transcription from RNA polymerase II promoter by pheromones	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007346	p	regulation of mitotic cell cycle	14/1159	16/1159	0.855	4.22e+03	2.7e+03	4.12e+03	1
GO:0007530	p	sex determination	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007531	p	mating type determination	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0007532	e	regulation of mating-type specific transcription, DNA-templated	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0007535	e	donor selection	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0007568	e	aging	22/1159	16/1159	0.414	2.05e+03	1.71e+03	1.99e+03	1
GO:0007569	e	cell aging	22/1159	16/1159	0.414	2.05e+03	1.71e+03	1.99e+03	1
GO:0007584	p	response to nutrient	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008017	e	microtubule binding	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008023	e	transcription elongation factor complex	9/1159	4/1159	0.265	1.31e+03	1.16e+03	1.28e+03	1
GO:0008026	e	ATP-dependent helicase activity	26/1159	13/1159	0.0513	253	240	247	1
GO:0008033	e	tRNA processing	26/1159	23/1159	0.773	3.82e+03	2.56e+03	3.72e+03	1
GO:0008047	p	enzyme activator activity	23/1159	26/1159	0.773	3.82e+03	2.56e+03	3.72e+03	1
GO:0008064	p	regulation of actin polymerization or depolymerization	5/1159	8/1159	0.58	2.87e+03	2.21e+03	2.79e+03	1
GO:0008079	p	translation termination factor activity	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0008080	e	N-acetyltransferase activity	23/1159	8/1159	0.0102	50.3	48.6	49	1
GO:0008081	p	phosphoric diester hydrolase activity	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0008092	p	cytoskeletal protein binding	20/1159	25/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0008094	e	DNA-dependent ATPase activity	25/1159	11/1159	0.0276	136	131	133	1
GO:0008097	e	5S rRNA binding	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008104	p	protein localization	111/1159	140/1159	0.0611	302	286	294	1
GO:0008105	p	asymmetric protein localization	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008106	p	alcohol dehydrogenase (NADP+) activity	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0008113	e	peptide-methionine (S)-S-oxide reductase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008121	p	ubiquinol-cytochrome-c reductase activity	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0008134	e	transcription factor binding	24/1159	9/1159	0.0129	63.7	61.5	62.1	1
GO:0008135	p	translation factor activity, RNA binding	28/1159	28/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008137	e	NADH dehydrogenase (ubiquinone) activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008139	p	nuclear localization sequence binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008142	p	oxysterol binding	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008143	p	poly(A) binding	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0008144	p	drug binding	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0008150	e	biological_process	1157/1159	1123/1159	4.22e-09	2.08e-05	2.08e-05	2.03e-05	0.5
GO:0008152	e	metabolic process	958/1159	862/1159	1.47e-06	0.00725	0.00719	0.00707	0.998
GO:0008154	p	actin polymerization or depolymerization	2/1159	4/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0008156	e	negative regulation of DNA replication	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0008168	e	methyltransferase activity	23/1159	20/1159	0.759	3.75e+03	2.52e+03	3.65e+03	1
GO:0008169	p	C-methyltransferase activity	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0008170	e	N-methyltransferase activity	9/1159	8/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008171	p	O-methyltransferase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008172	p	S-methyltransferase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008173	e	RNA methyltransferase activity	11/1159	8/1159	0.646	3.19e+03	2.32e+03	3.11e+03	1
GO:0008175	p	tRNA methyltransferase activity	5/1159	5/1159	1	4.94e+03	2.84e+03	4.82e+03	1
GO:0008176	p	tRNA (guanine-N7-)-methyltransferase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008177	p	succinate dehydrogenase (ubiquinone) activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008180	e	COP9 signalosome	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008184	p	glycogen phosphorylase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008186	e	RNA-dependent ATPase activity	20/1159	10/1159	0.0966	477	445	465	1
GO:0008187	e	poly-pyrimidine tract binding	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008194	p	UDP-glycosyltransferase activity	1/1159	5/1159	0.218	1.08e+03	972	1.05e+03	1
GO:0008198	p	ferrous iron binding	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0008199	e	ferric iron binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008202	p	steroid metabolic process	13/1159	15/1159	0.85	4.2e+03	2.68e+03	4.09e+03	1
GO:0008204	p	ergosterol metabolic process	9/1159	11/1159	0.823	4.07e+03	2.64e+03	3.96e+03	1
GO:0008213	p	protein alkylation	8/1159	8/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008214	e	protein dealkylation	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0008216	p	spermidine metabolic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0008219	p	cell death	7/1159	9/1159	0.803	3.97e+03	2.6e+03	3.87e+03	1
GO:0008233	p	peptidase activity	27/1159	34/1159	0.437	2.16e+03	1.79e+03	2.1e+03	1
GO:0008234	e	cysteine-type peptidase activity	6/1159	5/1159	1	4.94e+03	1.82e+03	4.82e+03	1
GO:0008235	p	metalloexopeptidase activity	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008236	p	serine-type peptidase activity	1/1159	3/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0008237	p	metallopeptidase activity	12/1159	12/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008238	p	exopeptidase activity	5/1159	8/1159	0.58	2.87e+03	2.21e+03	2.79e+03	1
GO:0008242	p	omega peptidase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008250	p	oligosaccharyltransferase complex	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008251	e	tRNA-specific adenosine deaminase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008262	e	importin-alpha export receptor activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008266	e	poly(U) RNA binding	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008270	e	zinc ion binding	48/1159	36/1159	0.221	1.09e+03	982	1.07e+03	1
GO:0008276	p	protein methyltransferase activity	6/1159	6/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008277	p	regulation of G-protein coupled receptor protein signaling pathway	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008278	p	cohesin complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008280	e	cohesin core heterodimer	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008287	p	protein serine/threonine phosphatase complex	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0008289	p	lipid binding	21/1159	27/1159	0.466	2.3e+03	1.88e+03	2.25e+03	1
GO:0008290	p	F-actin capping protein complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008295	p	spermidine biosynthetic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008296	e	3'-5'-exodeoxyribonuclease activity	5/1159	1/1159	0.218	1.08e+03	972	1.05e+03	1
GO:0008297	e	single-stranded DNA exodeoxyribonuclease activity	3/1159	0/1159	0.25	1.23e+03	1.1e+03	1.2e+03	1
GO:0008298	e	intracellular mRNA localization	12/1159	8/1159	0.502	2.48e+03	1.97e+03	2.42e+03	1
GO:0008299	p	isoprenoid biosynthetic process	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0008301	e	DNA binding, bending	7/1159	3/1159	0.343	1.69e+03	1.46e+03	1.65e+03	1
GO:0008308	p	voltage-gated anion channel activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008309	e	double-stranded DNA exodeoxyribonuclease activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008310	e	single-stranded DNA 3'-5' exodeoxyribonuclease activity	3/1159	0/1159	0.25	1.23e+03	1.1e+03	1.2e+03	1
GO:0008311	e	double-stranded DNA 3'-5' exodeoxyribonuclease activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008312	e	7S RNA binding	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0008320	p	protein transmembrane transporter activity	3/1159	8/1159	0.225	1.11e+03	1e+03	1.09e+03	1
GO:0008324	p	cation transmembrane transporter activity	26/1159	36/1159	0.246	1.22e+03	1.08e+03	1.19e+03	1
GO:0008334	e	histone mRNA metabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008353	e	RNA polymerase II carboxy-terminal domain kinase activity	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0008361	p	regulation of cell size	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008374	p	O-acyltransferase activity	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008379	e	thioredoxin peroxidase activity	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008380	e	RNA splicing	22/1159	18/1159	0.633	3.13e+03	2.28e+03	3.05e+03	1
GO:0008408	e	3'-5' exonuclease activity	9/1159	3/1159	0.145	716	656	698	1
GO:0008409	e	5'-3' exonuclease activity	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0008425	e	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008428	p	ribonuclease inhibitor activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008443	p	phosphofructokinase activity	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0008483	e	transaminase activity	11/1159	8/1159	0.646	3.19e+03	2.32e+03	3.11e+03	1
GO:0008509	p	anion transmembrane transporter activity	6/1159	9/1159	0.606	3e+03	2.29e+03	2.92e+03	1
GO:0008514	p	organic anion transmembrane transporter activity	4/1159	7/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0008525	e	phosphatidylcholine transporter activity	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0008526	e	phosphatidylinositol transporter activity	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0008534	e	oxidized purine nucleobase lesion DNA N-glycosylase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008535	p	respiratory chain complex IV assembly	2/1159	4/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0008536	p	Ran GTPase binding	5/1159	5/1159	1	4.94e+03	2.84e+03	4.82e+03	1
GO:0008540	e	proteasome regulatory particle, base subcomplex	8/1159	5/1159	0.58	2.87e+03	2.21e+03	2.79e+03	1
GO:0008541	p	proteasome regulatory particle, lid subcomplex	5/1159	5/1159	1	4.94e+03	2.84e+03	4.82e+03	1
GO:0008553	p	hydrogen-exporting ATPase activity, phosphorylative mechanism	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008554	e	sodium-exporting ATPase activity, phosphorylative mechanism	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008556	e	potassium-transporting ATPase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008559	p	xenobiotic-transporting ATPase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008565	p	protein transporter activity	9/1159	16/1159	0.227	1.12e+03	1e+03	1.09e+03	1
GO:0008574	p	ATP-dependent microtubule motor activity, plus-end-directed	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008599	p	protein phosphatase type 1 regulator activity	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0008603	p	cAMP-dependent protein kinase regulator activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008608	e	attachment of spindle microtubules to kinetochore	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0008610	p	lipid biosynthetic process	27/1159	39/1159	0.169	836	761	815	1
GO:0008612	e	peptidyl-lysine modification to peptidyl-hypusine	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008614	e	pyridoxine metabolic process	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008615	e	pyridoxine biosynthetic process	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0008622	e	epsilon DNA polymerase complex	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008641	e	small protein activating enzyme activity	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0008643	p	carbohydrate transport	5/1159	6/1159	1	4.94e+03	1.82e+03	4.82e+03	1
GO:0008645	p	hexose transport	5/1159	5/1159	1	4.94e+03	2.84e+03	4.82e+03	1
GO:0008649	e	rRNA methyltransferase activity	6/1159	4/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0008650	e	rRNA (uridine-2'-O-)-methyltransferase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0008652	e	cellular amino acid biosynthetic process	62/1159	54/1159	0.505	2.5e+03	1.98e+03	2.43e+03	1
GO:0008654	p	phospholipid biosynthetic process	11/1159	18/1159	0.262	1.29e+03	1.14e+03	1.26e+03	1
GO:0008655	p	pyrimidine-containing compound salvage	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0008677	p	2-dehydropantoate 2-reductase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
