# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr
GO:0004795	e	threonine synthase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004799	e	thymidylate synthase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004801	e	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004802	e	transketolase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004805	e	trehalose-phosphatase activity	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0004806	p	triglyceride lipase activity	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
GO:0004807	e	triose-phosphate isomerase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004809	e	tRNA (guanine-N2-)-methyltransferase activity	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0004810	e	tRNA adenylyltransferase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004812	e	aminoacyl-tRNA ligase activity	24/1159	38/4258	3.49e-06	0.0173	0.0167	0.0168	n.a.
GO:0004813	e	alanine-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004814	e	arginine-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004815	e	aspartate-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004816	e	asparagine-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004817	e	cysteine-tRNA ligase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004818	e	glutamate-tRNA ligase activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0004819	e	glutamine-tRNA ligase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004820	e	glycine-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004821	e	histidine-tRNA ligase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004822	e	isoleucine-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004823	e	leucine-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004824	e	lysine-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004825	e	methionine-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004826	e	phenylalanine-tRNA ligase activity	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0004827	e	proline-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004828	e	serine-tRNA ligase activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0004829	e	threonine-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004830	e	tryptophan-tRNA ligase activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0004831	e	tyrosine-tRNA ligase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004832	e	valine-tRNA ligase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004834	e	tryptophan synthase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004839	e	ubiquitin activating enzyme activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004842	p	ubiquitin-protein transferase activity	13/1159	66/4258	0.209	1.03e+03	663	1.01e+03	n.a.
GO:0004843	p	ubiquitin-specific protease activity	4/1159	19/4258	0.796	3.94e+03	738	3.84e+03	n.a.
GO:0004844	e	uracil DNA N-glycosylase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004845	e	uracil phosphoribosyltransferase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0004857	p	enzyme inhibitor activity	8/1159	35/4258	0.704	3.48e+03	765	3.39e+03	n.a.
GO:0004860	p	protein kinase inhibitor activity	2/1159	9/4258	1	4.94e+03	825	4.82e+03	n.a.
GO:0004861	e	cyclin-dependent protein serine/threonine kinase inhibitor activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004862	e	cAMP-dependent protein kinase inhibitor activity	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0004864	p	protein phosphatase inhibitor activity	1/1159	6/4258	1	4.94e+03	726	4.82e+03	n.a.
GO:0004865	e	protein serine/threonine phosphatase inhibitor activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0004871	p	signal transducer activity	3/1159	33/4258	0.0174	85.9	72.8	83.8	n.a.
GO:0005047	e	signal recognition particle binding	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0005048	p	signal sequence binding	5/1159	25/4258	0.505	2.5e+03	759	2.43e+03	n.a.
GO:0005049	e	nuclear export signal receptor activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0005057	p	receptor signaling protein activity	1/1159	12/4258	0.199	985	636	960	n.a.
GO:0005085	p	guanyl-nucleotide exchange factor activity	7/1159	44/4258	0.124	611	434	595	n.a.
GO:0005088	p	Ras guanyl-nucleotide exchange factor activity	1/1159	16/4258	0.0867	428	312	418	n.a.
GO:0005092	e	GDP-dissociation inhibitor activity	3/1159	5/4258	0.128	633	448	617	n.a.
GO:0005094	e	Rho GDP-dissociation inhibitor activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0005096	p	GTPase activator activity	7/1159	43/4258	0.122	602	428	587	n.a.
GO:0005198	e	structural molecule activity	113/1159	289/4258	5.57e-06	0.0275	0.0265	0.0268	n.a.
GO:0005200	p	structural constituent of cytoskeleton	5/1159	25/4258	0.505	2.5e+03	759	2.43e+03	n.a.
GO:0005215	p	transporter activity	60/1159	286/4258	0.0133	65.7	56.1	64	n.a.
GO:0005216	e	ion channel activity	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0005244	p	voltage-gated ion channel activity	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0005253	e	anion channel activity	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0005310	p	dicarboxylic acid transmembrane transporter activity	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0005315	p	inorganic phosphate transmembrane transporter activity	1/1159	6/4258	1	4.94e+03	726	4.82e+03	n.a.
GO:0005319	p	lipid transporter activity	4/1159	26/4258	0.267	1.32e+03	811	1.29e+03	n.a.
GO:0005324	p	long-chain fatty acid transporter activity	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0005337	e	nucleoside transmembrane transporter activity	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0005342	p	organic acid transmembrane transporter activity	3/1159	40/4258	0.0036	17.8	15.9	17.3	n.a.
GO:0005346	e	purine ribonucleotide transmembrane transporter activity	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0005347	e	ATP transmembrane transporter activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0005353	e	fructose transmembrane transporter activity	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0005355	e	glucose transmembrane transporter activity	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0005371	e	tricarboxylate secondary active transmembrane transporter activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0005375	e	copper ion transmembrane transporter activity	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0005384	e	manganese ion transmembrane transporter activity	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0005471	e	ATP:ADP antiporter activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0005483	e	soluble NSF attachment protein activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0005484	p	SNAP receptor activity	1/1159	23/4258	0.00914	45.2	39.1	44	n.a.
GO:0005487	e	nucleocytoplasmic transporter activity	7/1159	13/4258	0.0538	266	211	259	n.a.
GO:0005488	e	binding	882/1159	2859/4258	4.3e-10	2.13e-06	2.1e-06	2.07e-06	n.a.
GO:0005496	p	steroid binding	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
GO:0005506	p	iron ion binding	5/1159	24/4258	0.647	3.2e+03	811	3.11e+03	n.a.
GO:0005507	p	copper ion binding	3/1159	13/4258	1	4.94e+03	736	4.82e+03	n.a.
GO:0005509	e	calcium ion binding	6/1159	22/4258	1	4.94e+03	300	4.82e+03	n.a.
GO:0005515	e	protein binding	531/1159	1822/4258	0.0149	73.6	62.7	71.8	n.a.
GO:0005516	e	calmodulin binding	4/1159	11/4258	0.504	2.49e+03	766	2.43e+03	n.a.
GO:0005524	e	ATP binding	195/1159	555/4258	1.06e-05	0.0524	0.0502	0.051	n.a.
GO:0005525	e	GTP binding	27/1159	90/4258	0.55	2.72e+03	787	2.65e+03	n.a.
GO:0005527	e	macrolide binding	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0005528	e	FK506 binding	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0005543	p	phospholipid binding	15/1159	85/4258	0.0485	240	192	234	n.a.
GO:0005548	p	phospholipid transporter activity	3/1159	14/4258	0.77	3.81e+03	754	3.71e+03	n.a.
GO:0005575	p	cellular_component	1098/1159	4050/4258	0.473	2.34e+03	733	2.28e+03	n.a.
GO:0005576	p	extracellular region	6/1159	38/4258	0.142	703	486	685	n.a.
GO:0005618	p	cell wall	6/1159	39/4258	0.105	521	374	508	n.a.
GO:0005619	e	ascospore wall	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0005622	p	intracellular	5/1159	46/4258	0.0115	57	49.1	55.6	n.a.
GO:0005623	p	cell	1/1159	8/4258	0.691	3.42e+03	774	3.33e+03	n.a.
GO:0005628	p	prospore membrane	3/1159	12/4258	1	4.94e+03	839	4.82e+03	n.a.
GO:0005634	e	nucleus	315/1159	914/4258	4.75e-08	0.000235	0.000229	0.000229	n.a.
GO:0005635	e	nuclear envelope	13/1159	37/4258	0.27	1.34e+03	820	1.3e+03	n.a.
GO:0005637	p	nuclear inner membrane	2/1159	8/4258	1	4.94e+03	658	4.82e+03	n.a.
GO:0005639	e	integral component of nuclear inner membrane	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0005643	p	nuclear pore	11/1159	54/4258	0.285	1.41e+03	693	1.37e+03	n.a.
GO:0005654	e	nucleoplasm	26/1159	78/4258	0.247	1.22e+03	763	1.19e+03	n.a.
GO:0005655	e	nucleolar ribonuclease P complex	3/1159	8/4258	0.456	2.25e+03	920	2.2e+03	n.a.
GO:0005656	p	nuclear pre-replicative complex	1/1159	14/4258	0.131	647	452	631	n.a.
GO:0005657	e	replication fork	7/1159	18/4258	0.29	1.43e+03	704	1.4e+03	n.a.
GO:0005658	e	alpha DNA polymerase:primase complex	3/1159	7/4258	0.399	1.97e+03	842	1.92e+03	n.a.
GO:0005663	e	DNA replication factor C complex	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0005664	p	nuclear origin of replication recognition complex	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0005666	p	DNA-directed RNA polymerase III complex	2/1159	17/4258	0.182	899	609	876	n.a.
GO:0005667	e	transcription factor complex	22/1159	70/4258	0.419	2.07e+03	862	2.02e+03	n.a.
GO:0005669	e	transcription factor TFIID complex	10/1159	14/4258	0.000706	3.49	3.22	3.4	n.a.
GO:0005671	e	Ada2/Gcn5/Ada3 transcription activator complex	6/1159	6/4258	0.000403	1.99	1.85	1.94	n.a.
GO:0005674	e	transcription factor TFIIF complex	3/1159	3/4258	0.0201	99.5	83.6	97	n.a.
GO:0005675	p	holo TFIIH complex	2/1159	11/4258	0.738	3.65e+03	761	3.55e+03	n.a.
GO:0005680	p	anaphase-promoting complex	1/1159	10/4258	0.304	1.5e+03	702	1.46e+03	n.a.
GO:0005681	e	spliceosomal complex	23/1159	77/4258	0.606	2.99e+03	829	2.92e+03	n.a.
GO:0005682	p	U5 snRNP	3/1159	14/4258	0.77	3.81e+03	754	3.71e+03	n.a.
GO:0005684	e	U2-type spliceosomal complex	15/1159	48/4258	0.517	2.55e+03	771	2.49e+03	n.a.
GO:0005685	p	U1 snRNP	3/1159	15/4258	0.772	3.82e+03	742	3.72e+03	n.a.
GO:0005686	p	U2 snRNP	1/1159	11/4258	0.308	1.52e+03	705	1.48e+03	n.a.
GO:0005688	p	U6 snRNP	2/1159	8/4258	1	4.94e+03	658	4.82e+03	n.a.
GO:0005694	e	chromosome	12/1159	29/4258	0.095	469	339	458	n.a.
GO:0005719	e	nuclear euchromatin	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0005720	p	nuclear heterochromatin	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0005724	p	nuclear telomeric heterochromatin	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0005727	e	extrachromosomal circular DNA	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0005729	e	2-micrometer circle DNA	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0005730	e	nucleolus	108/1159	223/4258	2e-10	9.88e-07	9.84e-07	9.63e-07	n.a.
GO:0005732	e	small nucleolar ribonucleoprotein complex	16/1159	30/4258	0.00297	14.7	13.2	14.3	n.a.
GO:0005736	e	DNA-directed RNA polymerase I complex	5/1159	14/4258	0.547	2.71e+03	790	2.64e+03	n.a.
GO:0005737	e	cytoplasm	266/1159	972/4258	0.902	4.46e+03	773	4.35e+03	n.a.
GO:0005739	e	mitochondrion	122/1159	314/4258	3.51e-06	0.0174	0.0168	0.0169	n.a.
GO:0005741	p	mitochondrial outer membrane	8/1159	50/4258	0.0792	392	288	382	n.a.
GO:0005742	p	mitochondrial outer membrane translocase complex	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
GO:0005743	p	mitochondrial inner membrane	33/1159	126/4258	0.84	4.15e+03	750	4.04e+03	n.a.
GO:0005744	e	mitochondrial inner membrane presequence translocase complex	3/1159	7/4258	0.399	1.97e+03	842	1.92e+03	n.a.
GO:0005745	e	m-AAA complex	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0005749	p	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0005750	p	mitochondrial respiratory chain complex III	2/1159	8/4258	1	4.94e+03	658	4.82e+03	n.a.
GO:0005751	p	mitochondrial respiratory chain complex IV	2/1159	10/4258	1	4.94e+03	780	4.82e+03	n.a.
GO:0005754	e	mitochondrial proton-transporting ATP synthase, catalytic core	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0005756	e	mitochondrial proton-transporting ATP synthase, central stalk	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0005758	e	mitochondrial intermembrane space	27/1159	78/4258	0.157	777	535	757	n.a.
GO:0005759	e	mitochondrial matrix	49/1159	95/4258	4.85e-07	0.0024	0.00233	0.00234	n.a.
GO:0005761	e	mitochondrial ribosome	4/1159	4/4258	0.00547	27	24	26.3	n.a.
GO:0005762	p	mitochondrial large ribosomal subunit	5/1159	43/4258	0.0236	117	96.1	114	n.a.
GO:0005763	p	mitochondrial small ribosomal subunit	5/1159	33/4258	0.167	827	564	806	n.a.
GO:0005768	p	endosome	7/1159	80/4258	6.25e-05	0.309	0.292	0.301	n.a.
GO:0005770	p	late endosome	3/1159	19/4258	0.314	1.55e+03	713	1.51e+03	n.a.
GO:0005773	p	vacuole	8/1159	69/4258	0.00243	12	10.8	11.7	n.a.
GO:0005774	p	vacuolar membrane	20/1159	143/4258	0.000172	0.85	0.798	0.828	n.a.
GO:0005775	p	vacuolar lumen	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0005777	p	peroxisome	6/1159	37/4258	0.142	703	487	685	n.a.
GO:0005778	p	peroxisomal membrane	1/1159	16/4258	0.0867	428	312	418	n.a.
GO:0005782	e	peroxisomal matrix	3/1159	10/4258	0.737	3.64e+03	777	3.55e+03	n.a.
GO:0005783	p	endoplasmic reticulum	25/1159	148/4258	0.00345	17.1	15.3	16.6	n.a.
GO:0005786	e	signal recognition particle, endoplasmic reticulum targeting	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0005788	p	endoplasmic reticulum lumen	2/1159	14/4258	0.376	1.86e+03	808	1.81e+03	n.a.
GO:0005789	p	endoplasmic reticulum membrane	29/1159	218/4258	6.61e-07	0.00327	0.00317	0.00318	n.a.
GO:0005794	p	Golgi apparatus	12/1159	91/4258	0.00179	8.85	8.03	8.63	n.a.
GO:0005795	p	Golgi stack	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0005801	p	cis-Golgi network	1/1159	14/4258	0.131	647	452	631	n.a.
GO:0005802	p	trans-Golgi network	2/1159	31/4258	0.00728	36	31.3	35.1	n.a.
GO:0005811	p	lipid particle	11/1159	45/4258	0.739	3.65e+03	748	3.56e+03	n.a.
GO:0005815	p	microtubule organizing center	9/1159	41/4258	0.597	2.95e+03	823	2.87e+03	n.a.
GO:0005816	p	spindle pole body	9/1159	41/4258	0.597	2.95e+03	823	2.87e+03	n.a.
GO:0005819	p	spindle	4/1159	15/4258	1	4.94e+03	28	4.82e+03	n.a.
GO:0005822	p	inner plaque of spindle pole body	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0005823	e	central plaque of spindle pole body	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0005824	p	outer plaque of spindle pole body	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0005826	p	actomyosin contractile ring	2/1159	11/4258	0.738	3.65e+03	761	3.55e+03	n.a.
GO:0005829	e	cytosol	117/1159	301/4258	5.96e-06	0.0294	0.0283	0.0287	n.a.
GO:0005832	e	chaperonin-containing T-complex	9/1159	11/4258	0.000253	1.25	1.17	1.22	n.a.
GO:0005835	e	fatty acid synthase complex	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0005839	e	proteasome core complex	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0005840	e	ribosome	30/1159	46/4258	7.05e-08	0.000349	0.000341	0.00034	n.a.
GO:0005844	e	polysome	15/1159	30/4258	0.00728	36	31.3	35.1	n.a.
GO:0005847	e	mRNA cleavage and polyadenylation specificity factor complex	6/1159	15/4258	0.257	1.27e+03	789	1.24e+03	n.a.
GO:0005849	e	mRNA cleavage factor complex	7/1159	20/4258	0.452	2.24e+03	915	2.18e+03	n.a.
GO:0005850	e	eukaryotic translation initiation factor 2 complex	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0005852	e	eukaryotic translation initiation factor 3 complex	5/1159	7/4258	0.0187	92.5	78.2	90.2	n.a.
GO:0005853	e	eukaryotic translation elongation factor 1 complex	3/1159	3/4258	0.0201	99.5	83.6	97	n.a.
GO:0005854	e	nascent polypeptide-associated complex	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0005856	p	cytoskeleton	7/1159	36/4258	0.351	1.73e+03	781	1.69e+03	n.a.
GO:0005868	p	cytoplasmic dynein complex	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0005874	p	microtubule	10/1159	47/4258	0.413	2.04e+03	852	1.99e+03	n.a.
GO:0005875	p	microtubule associated complex	1/1159	13/4258	0.207	1.02e+03	658	998	n.a.
GO:0005880	p	nuclear microtubule	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0005881	p	cytoplasmic microtubule	1/1159	15/4258	0.0845	417	305	407	n.a.
GO:0005884	e	actin filament	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0005885	e	Arp2/3 protein complex	3/1159	8/4258	0.456	2.25e+03	920	2.2e+03	n.a.
GO:0005886	p	plasma membrane	24/1159	213/4258	8.45e-09	4.18e-05	4.09e-05	4.07e-05	n.a.
GO:0005887	p	integral component of plasma membrane	1/1159	14/4258	0.131	647	452	631	n.a.
GO:0005934	p	cellular bud tip	9/1159	77/4258	0.00116	5.72	5.24	5.58	n.a.
GO:0005935	p	cellular bud neck	8/1159	123/4258	6.34e-09	3.14e-05	3.07e-05	3.06e-05	n.a.
GO:0005937	e	mating projection	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0005938	p	cell cortex	4/1159	32/4258	0.0716	354	273	345	n.a.
GO:0005940	p	septin ring	3/1159	16/4258	0.58	2.87e+03	813	2.8e+03	n.a.
GO:0005945	e	6-phosphofructokinase complex	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0005946	e	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0005947	e	mitochondrial alpha-ketoglutarate dehydrogenase complex	4/1159	4/4258	0.00547	27	24	26.3	n.a.
GO:0005948	e	acetolactate synthase complex	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0005950	e	anthranilate synthase complex	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0005951	e	carbamoyl-phosphate synthase complex	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0005952	p	cAMP-dependent protein kinase complex	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0005956	e	protein kinase CK2 complex	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0005960	e	glycine cleavage complex	4/1159	4/4258	0.00547	27	24	26.3	n.a.
GO:0005962	e	mitochondrial isocitrate dehydrogenase complex (NAD+)	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0005967	e	mitochondrial pyruvate dehydrogenase complex	5/1159	5/4258	0.00148	7.34	6.7	7.15	n.a.
GO:0005971	e	ribonucleoside-diphosphate reductase complex	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0005975	p	carbohydrate metabolic process	64/1159	249/4258	0.608	3.01e+03	831	2.93e+03	n.a.
GO:0005976	p	polysaccharide metabolic process	10/1159	55/4258	0.169	834	567	813	n.a.
GO:0005977	p	glycogen metabolic process	6/1159	26/4258	0.825	4.08e+03	745	3.98e+03	n.a.
GO:0005978	p	glycogen biosynthetic process	2/1159	12/4258	0.531	2.63e+03	786	2.56e+03	n.a.
GO:0005979	p	regulation of glycogen biosynthetic process	1/1159	8/4258	0.691	3.42e+03	774	3.33e+03	n.a.
GO:0005980	e	glycogen catabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0005984	e	disaccharide metabolic process	12/1159	20/4258	0.00205	10.1	9.18	9.88	n.a.
GO:0005985	e	sucrose metabolic process	5/1159	7/4258	0.0187	92.5	78.2	90.2	n.a.
GO:0005987	e	sucrose catabolic process	5/1159	7/4258	0.0187	92.5	78.2	90.2	n.a.
GO:0005991	e	trehalose metabolic process	6/1159	11/4258	0.0808	399	293	389	n.a.
GO:0005992	e	trehalose biosynthetic process	4/1159	7/4258	0.0927	458	332	447	n.a.
GO:0005993	e	trehalose catabolic process	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0005996	e	monosaccharide metabolic process	21/1159	48/4258	0.0137	67.6	57.8	65.9	n.a.
GO:0006000	e	fructose metabolic process	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0006002	e	fructose 6-phosphate metabolic process	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0006006	e	glucose metabolic process	19/1159	34/4258	0.000644	3.18	2.94	3.1	n.a.
GO:0006007	p	glucose catabolic process	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0006011	e	UDP-glucose metabolic process	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0006012	p	galactose metabolic process	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
GO:0006013	e	mannose metabolic process	4/1159	5/4258	0.0214	106	87.8	103	n.a.
GO:0006015	e	5-phosphoribose 1-diphosphate biosynthetic process	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0006022	p	aminoglycan metabolic process	5/1159	20/4258	1	4.94e+03	428	4.82e+03	n.a.
GO:0006023	p	aminoglycan biosynthetic process	3/1159	15/4258	0.772	3.82e+03	742	3.72e+03	n.a.
GO:0006026	e	aminoglycan catabolic process	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0006030	p	chitin metabolic process	5/1159	20/4258	1	4.94e+03	428	4.82e+03	n.a.
GO:0006031	p	chitin biosynthetic process	3/1159	15/4258	0.772	3.82e+03	742	3.72e+03	n.a.
GO:0006032	e	chitin catabolic process	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0006037	p	cell wall chitin metabolic process	4/1159	15/4258	1	4.94e+03	28	4.82e+03	n.a.
GO:0006038	p	cell wall chitin biosynthetic process	3/1159	12/4258	1	4.94e+03	839	4.82e+03	n.a.
GO:0006039	e	cell wall chitin catabolic process	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0006040	e	amino sugar metabolic process	6/1159	22/4258	1	4.94e+03	300	4.82e+03	n.a.
GO:0006047	e	UDP-N-acetylglucosamine metabolic process	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0006048	e	UDP-N-acetylglucosamine biosynthetic process	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0006056	p	mannoprotein metabolic process	3/1159	14/4258	0.77	3.81e+03	754	3.71e+03	n.a.
GO:0006057	p	mannoprotein biosynthetic process	3/1159	14/4258	0.77	3.81e+03	754	3.71e+03	n.a.
GO:0006066	e	alcohol metabolic process	33/1159	104/4258	0.315	1.56e+03	715	1.52e+03	n.a.
GO:0006067	e	ethanol metabolic process	7/1159	13/4258	0.0538	266	211	259	n.a.
GO:0006068	e	ethanol catabolic process	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0006069	e	ethanol oxidation	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0006071	e	glycerol metabolic process	4/1159	12/4258	0.745	3.68e+03	751	3.59e+03	n.a.
GO:0006072	e	glycerol-3-phosphate metabolic process	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0006073	p	cellular glucan metabolic process	6/1159	36/4258	0.189	933	606	910	n.a.
GO:0006077	p	(1->6)-beta-D-glucan metabolic process	1/1159	6/4258	1	4.94e+03	726	4.82e+03	n.a.
GO:0006078	p	(1->6)-beta-D-glucan biosynthetic process	1/1159	6/4258	1	4.94e+03	726	4.82e+03	n.a.
GO:0006080	e	substituted mannan metabolic process	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0006081	e	cellular aldehyde metabolic process	11/1159	31/4258	0.313	1.55e+03	712	1.51e+03	n.a.
